id,relative_path,filename,extension,size_bytes,sha256,width_px,height_px,camera_make,camera_model,exif_creation,file_birthtime,file_mtime,gps_latitude,gps_longitude,duplicate_hint_from_name,duplicate_group_id,duplicate_of,session_group_id,session_index,seconds_since_prev,img_number,artifact_group_id,item_title,item_type,subject,location_guess,notes
img_0067,raw/imgs/IMG_3363.jpeg,IMG_3363.jpeg,.jpeg,2105233,bb6c263e88abecda9f28ec323479314e27927ed09b80437f34d02c77c7962951,4032,3024,Apple,iPhone XR,2023:06:21 15:21:37,2023-06-21 15:21:37,2025-12-18 22:51:28,,,False,D0051,,S0021,3,13.0,3363,S0021,,,,,
img_0068,raw/imgs/IMG_3364.jpeg,IMG_3364.jpeg,.jpeg,1927023,1c8c8bdfa5e46e9482e16ff9ca1ce840dab442e8163e4942db3c5327f2d45aeb,4032,3024,Apple,iPhone XR,2023:06:21 15:21:53,2023-06-21 15:21:53,2025-12-18 22:51:28,,,False,D0052,,S0021,4,16.0,3364,S0021,,,,,
img_0069,raw/imgs/IMG_3365.jpeg,IMG_3365.jpeg,.jpeg,2140159,a08db295176acceef32fc4404127c29613a87f4f195764770b4e6b637997eab5,4032,3024,Apple,iPhone XR,2023:06:21 15:22:08,2023-06-21 15:22:08,2025-12-18 22:51:28,,,False,D0053,,S0021,5,15.0,3365,S0021,,,,,
img_0070,raw/imgs/IMG_3366.jpeg,IMG_3366.jpeg,.jpeg,1916493,9cb0125b8d27a59fd592335a04da4bdbd36324e3cfa5ab85e2cdb23bc0d49844,4032,3024,Apple,iPhone XR,2023:06:21 15:22:26,2023-06-21 15:22:26,2025-12-18 22:51:28,,,False,D0054,,S0021,6,18.0,3366,S0021,,,,,
img_0071,raw/imgs/IMG_3367.jpeg,IMG_3367.jpeg,.jpeg,2028360,ea3acad3bfd5e7306eaedbdda26a2cbd0c93b34e878f7d8768240a77dcd97886,4032,3024,Apple,iPhone XR,2023:06:21 15:22:38,2023-06-21 15:22:38,2025-12-18 22:51:28,,,False,D0055,,S0021,7,12.0,3367,S0021,,,,,
img_0072,raw/imgs/IMG_3368.jpeg,IMG_3368.jpeg,.jpeg,2081463,0db1690398ba8afc2a1bc70dfbd734e9da02ae745149d5f157c050a84059dce5,4032,3024,Apple,iPhone XR,2023:06:21 15:22:53,2023-06-21 15:22:53,2025-12-18 22:51:29,,,False,D0056,,S0021,8,15.0,3368,S0021,,,,,
img_0073,raw/imgs/IMG_3369.jpeg,IMG_3369.jpeg,.jpeg,2878056,0ba79e488846accb0861d641b7342a7bc52e91c6b8ada6fb6c3a184f2327ccfb,4032,3024,Apple,iPhone XR,2023:06:21 15:23:39,2023-06-21 15:23:39,2025-12-18 22:51:29,,,False,D0057,,S0021,9,46.0,3369,S0021,,,,,
img_0074,raw/imgs/IMG_3370.jpeg,IMG_3370.jpeg,.jpeg,2715808,3a6f123131c293dfc52632bf3d5c971f75910f7c1625df95fbb7f68a91b0b823,4032,3024,Apple,iPhone XR,2023:06:21 15:24:19,2023-06-21 15:24:19,2025-12-18 22:51:29,,,False,D0058,,S0021,10,40.0,3370,S0021,,,,,
img_0075,raw/imgs/IMG_3371.jpeg,IMG_3371.jpeg,.jpeg,2664406,a96571c2260abb34f153ea8a86590181d245abfd229ca89a2fdba4baca37689e,4032,3024,Apple,iPhone XR,2023:06:21 15:30:22,2023-06-21 15:30:22,2025-12-18 22:51:30,,,False,D0059,,S0022,1,363.0,3371,S0022,,,,,
img_0076,raw/imgs/IMG_3372.jpeg,IMG_3372.jpeg,.jpeg,2475594,264fbc99af4b98480f6e578c11c5c85e46c74ce0b42ed4a64175faac21137b72,4032,3024,Apple,iPhone XR,2023:06:21 15:30:51,2023-06-21 15:30:51,2025-12-18 22:51:31,,,False,D0060,,S0022,2,29.0,3372,S0022,,,,,
img_0077,raw/imgs/IMG_3373.jpeg,IMG_3373.jpeg,.jpeg,2673132,401acda1d21c1b4df4afe8a3f850286aae2b6ad64319cf7a85b783316522faeb,4032,3024,Apple,iPhone XR,2023:06:21 15:32:31,2023-06-21 15:32:31,2025-12-18 22:51:31,,,False,D0061,,S0023,1,100.0,3373,S0023,,,,,
img_0078,raw/imgs/IMG_3374.jpeg,IMG_3374.jpeg,.jpeg,2793235,484ab1a2947c0d410a32b3292a3ee5c48ee44dd37f0f8e0c839f721685f51cff,4032,3024,Apple,iPhone XR,2023:06:21 15:32:37,2023-06-21 15:32:37,2025-12-18 22:51:32,,,False,D0062,,S0023,2,6.0,3374,S0023,,,,,
img_0079,raw/imgs/IMG_3375.jpeg,IMG_3375.jpeg,.jpeg,2957835,5d769cf106bc0e57e1a3eda9d49e57e908a9918f17bdb3df46bf42655778ad56,4032,3024,Apple,iPhone XR,2023:06:21 15:34:09,2023-06-21 15:34:09,2025-12-18 22:51:32,,,False,D0063,,S0024,1,92.0,3375,S0024,,,,,
img_0080,raw/imgs/IMG_3376.jpeg,IMG_3376.jpeg,.jpeg,2442952,10bb5dc11571c462d0a135288b2eaaf785b760c426c30a1fe9d57f39b3bfe57a,4032,3024,Apple,iPhone XR,2023:06:21 15:34:14,2023-06-21 15:34:14,2025-12-18 22:51:33,,,False,D0064,,S0024,2,5.0,3376,S0024,,,,,
img_0081,raw/imgs/IMG_3377.jpeg,IMG_3377.jpeg,.jpeg,2732299,41889407595d3ad9024350c87441d5f228df88d859e641c180b9595fdf576eb8,3024,4032,Apple,iPhone XR,2023:06:21 15:35:53,2023-06-21 15:35:53,2025-12-18 22:51:33,,,False,D0065,,S0025,1,99.0,3377,S0025,,,,,
img_0082,raw/imgs/IMG_3378.jpeg,IMG_3378.jpeg,.jpeg,2323254,4d6b3de9919a814fda9306ad5bca2f6fa839878015e5b17c109888ffc61205c0,4032,3024,Apple,iPhone XR,2023:06:21 15:53:07,2023-06-21 15:53:07,2025-12-18 22:51:34,,,False,D0066,,S0026,1,1034.0,3378,S0026,,,,,
img_0083,raw/imgs/IMG_3379.jpeg,IMG_3379.jpeg,.jpeg,2251818,486f77caa340083d75feb348f3f46cffcd83625048d7e83a0a840754926a5a96,4032,3024,Apple,iPhone XR,2023:06:21 15:53:41,2023-06-21 15:53:41,2025-12-18 22:51:34,,,False,D0067,,S0026,2,34.0,3379,S0026,,,,,
img_0084,raw/imgs/IMG_3380.jpeg,IMG_3380.jpeg,.jpeg,2135188,a41e1ed38b5efacb40c5e396e2a074b5e6bc5c9732177b60680b5c259abd6899,4032,3024,Apple,iPhone XR,2023:06:21 15:54:30,2023-06-21 15:54:30,2025-12-18 22:51:35,,,False,D0068,,S0026,3,49.0,3380,S0026,,,,,
img_0085,raw/imgs/IMG_3381.jpeg,IMG_3381.jpeg,.jpeg,2111628,39ede234db4fe78312913c826c352900ef88b766f6883ed7a109bbbb647db892,4032,3024,Apple,iPhone XR,2023:06:21 15:55:03,2023-06-21 15:55:03,2025-12-18 22:51:36,,,False,D0069,,S0026,4,33.0,3381,S0026,,,,,
img_0086,raw/imgs/IMG_3382.jpeg,IMG_3382.jpeg,.jpeg,2482611,f46dc12359e8db58f7470c769c930e51d253409b64ce5ea565ad3ea146e1bd65,4032,3024,Apple,iPhone XR,2023:06:21 15:55:11,2023-06-21 15:55:11,2025-12-18 22:51:36,,,False,D0070,,S0026,5,8.0,3382,S0026,,,,,
img_0087,raw/imgs/IMG_3384.jpeg,IMG_3384.jpeg,.jpeg,2041381,3b1754b91fea01f0422e589179d4abca5d733a79d33c14b947af060de10882b0,4032,3024,Apple,iPhone XR,2023:06:21 15:55:33,2023-06-21 15:55:33,2025-12-18 22:51:37,,,False,D0071,,S0026,6,22.0,3384,S0026,,,,,
img_0088,raw/imgs/IMG_3385.jpeg,IMG_3385.jpeg,.jpeg,1787658,ae490b357869aaf579c36a6fb52aa71ecc553490c8bbd7f51f2b27be6923a76a,4032,3024,Apple,iPhone XR,2023:06:21 15:55:41,2023-06-21 15:55:41,2025-12-18 22:51:38,,,False,D0072,,S0026,7,8.0,3385,S0026,,,,,
img_0089,raw/imgs/IMG_3386.jpeg,IMG_3386.jpeg,.jpeg,2149761,72182d555dc16d610a757819d87f3abd875b252e1624f7c8a583e157cae03a1c,4032,3024,Apple,iPhone XR,2023:06:21 15:55:46,2023-06-21 15:55:46,2025-12-18 22:51:38,,,False,D0073,,S0026,8,5.0,3386,S0026,,,,,
img_0090,raw/imgs/IMG_3387.jpeg,IMG_3387.jpeg,.jpeg,2691126,ccf0249f595eb5f85f86cf6a432eff4a3173147337113bdb6978b6985b99342a,4032,3024,Apple,iPhone XR,2023:06:21 15:56:14,2023-06-21 15:56:14,2025-12-18 22:51:39,,,False,D0074,,S0026,9,28.0,3387,S0026,,,,,
img_0091,raw/imgs/IMG_3388.jpeg,IMG_3388.jpeg,.jpeg,2141504,eea53d71d4832508d33aa9f3a7864a953fb224d765bdb99a1c053d952173218a,4032,3024,Apple,iPhone XR,2023:06:21 15:56:25,2023-06-21 15:56:25,2025-12-18 22:51:39,,,False,D0075,,S0026,10,11.0,3388,S0026,,,,,
img_0092,raw/imgs/IMG_3389.jpeg,IMG_3389.jpeg,.jpeg,2137058,7ea208725547c7f949ec12c7be6e3a57e9abd903a85d15b7984746491699a73f,4032,3024,Apple,iPhone XR,2023:06:21 15:56:33,2023-06-21 15:56:33,2025-12-18 22:51:40,,,False,D0076,,S0026,11,8.0,3389,S0026,,,,,
img_0093,raw/imgs/IMG_3390.jpeg,IMG_3390.jpeg,.jpeg,2540650,fc8222dc52042cf784192d74cbb135a2815075426f8771c19d89fdfbcb69453c,4032,3024,Apple,iPhone XR,2023:06:21 15:56:51,2023-06-21 15:56:51,2025-12-18 22:51:41,,,False,D0077,,S0026,12,18.0,3390,S0026,,,,,
img_0094,raw/imgs/IMG_3391.jpeg,IMG_3391.jpeg,.jpeg,2403505,d45fcdcabc07801f4a072f9005b6ead62c328884cca6dc1f5244f657b160b357,4032,3024,Apple,iPhone XR,2023:06:21 15:57:02,2023-06-21 15:57:02,2025-12-18 22:51:41,,,False,D0078,,S0026,13,11.0,3391,S0026,,,,,
img_0095,raw/imgs/IMG_3392.jpeg,IMG_3392.jpeg,.jpeg,2101736,8f139d9ca5ac6a76ba9aae3afd30c0e6a2be251a8ecc8f89a434180c62b9b7cb,4032,3024,Apple,iPhone XR,2023:06:21 15:57:32,2023-06-21 15:57:32,2025-12-18 22:51:42,,,False,D0079,,S0026,14,30.0,3392,S0026,,,,,
img_0096,raw/imgs/IMG_3393.jpeg,IMG_3393.jpeg,.jpeg,1747367,754b412306419cf76b2c1222cc8216798d78116b5b087ffd2b49ccf92ab73d1c,4032,3024,Apple,iPhone XR,2023:06:21 15:57:43,2023-06-21 15:57:43,2025-12-18 22:51:42,,,False,D0080,,S0026,15,11.0,3393,S0026,,,,,
img_0097,raw/imgs/IMG_3394.jpeg,IMG_3394.jpeg,.jpeg,1904657,dfd5b9a632303700bb42be82a7970fded39a6a28b56295afecaea59d08366be8,4032,3024,Apple,iPhone XR,2023:06:21 15:57:48,2023-06-21 15:57:48,2025-12-18 22:51:43,,,False,D0081,,S0026,16,5.0,3394,S0026,,,,,
img_0098,raw/imgs/IMG_3395.jpeg,IMG_3395.jpeg,.jpeg,1734624,5d9617a7ee83afcc562b0a2ee48ddced8cd78ac39cda44f05a924f72c71009fa,4032,3024,Apple,iPhone XR,2023:06:21 15:58:12,2023-06-21 15:58:12,2025-12-18 22:51:43,,,False,D0082,,S0026,17,24.0,3395,S0026,,,,,
img_0099,raw/imgs/IMG_3396.jpeg,IMG_3396.jpeg,.jpeg,2181909,2b43091d41de09cbeae9a0f9714caba09dd0815cba494968ae1ffc8adb4d026d,4032,3024,Apple,iPhone XR,2023:06:21 15:58:56,2023-06-21 15:58:56,2025-12-18 22:51:44,,,False,D0083,,S0026,18,44.0,3396,S0026,,,,,
img_0100,raw/imgs/IMG_3397.jpeg,IMG_3397.jpeg,.jpeg,2338019,1b351bd719c48d39ee9172fea13b12cbd367d7db7f5d5c3d94ffac5751bb8809,4032,3024,Apple,iPhone XR,2023:06:21 15:59:11,2023-06-21 15:59:11,2025-12-18 22:51:45,,,False,D0084,,S0026,19,15.0,3397,S0026,,,,,
img_0101,raw/imgs/IMG_3417.jpeg,IMG_3417.jpeg,.jpeg,2274740,19baf0b9c4bac93e974f901773396f88a93b46cb2ed1d3012afa0882589fc266,4032,3024,Apple,iPhone XR,2023:06:22 10:48:21,2023-06-22 10:48:21,2025-12-18 22:51:45,,,False,D0085,,S0027,1,67750.0,3417,S0027,,,,,
img_0102,raw/imgs/IMG_3418.jpeg,IMG_3418.jpeg,.jpeg,2517294,d22d625b04cdbadc0742f5c64ebe8fd2199c7079f30367e50a42257548820c99,4032,3024,Apple,iPhone XR,2023:06:22 10:48:25,2023-06-22 10:48:25,2025-12-18 22:51:46,,,False,D0086,,S0027,2,4.0,3418,S0027,,,,,
img_0103,raw/imgs/IMG_3419.jpeg,IMG_3419.jpeg,.jpeg,2275693,c5fb3ab2195b9b420554d6d9d8b6217f37668f3f2a272e3caf59fbd638726311,4032,3024,Apple,iPhone XR,2023:06:22 10:48:55,2023-06-22 10:48:55,2025-12-18 22:51:47,,,False,D0087,,S0027,3,30.0,3419,S0027,,,,,
img_0104,raw/imgs/IMG_3420.jpeg,IMG_3420.jpeg,.jpeg,2500834,5f217b13ec24285c36f939f92b33cfe77764b2c9a8f6c2b13c81cd43d7190f66,4032,3024,Apple,iPhone XR,2023:06:22 10:48:59,2023-06-22 10:48:59,2025-12-18 22:51:47,,,False,D0088,,S0027,4,4.0,3420,S0027,,,,,
img_0105,raw/imgs/IMG_3421.jpeg,IMG_3421.jpeg,.jpeg,2405046,f00d723897c88fe45a413f58fdb901337d3a6bda5fac71216e4bd54946d6ef6c,4032,3024,Apple,iPhone XR,2023:06:22 11:04:59,2023-06-22 11:04:59,2025-12-18 22:51:48,,,False,D0089,,S0028,1,960.0,3421,S0028,,,,,
img_0106,raw/imgs/IMG_3422.jpeg,IMG_3422.jpeg,.jpeg,2426484,24743038023f4d63d31febb5744d77fb1067b5aa2f3d12a798d2aa84dcb551e9,4032,3024,Apple,iPhone XR,2023:06:22 11:06:53,2023-06-22 11:06:53,2025-12-18 22:51:48,,,False,D0090,,S0029,1,114.0,3422,S0029,,,,,
img_0107,raw/imgs/IMG_3423.jpeg,IMG_3423.jpeg,.jpeg,2294858,4c93f5328f8b92b8db9b6923f218bf650e6602759a4b5c486f3aa6e36592ea75,4032,3024,Apple,iPhone XR,2023:06:22 11:07:00,2023-06-22 11:07:00,2025-12-18 22:51:49,,,False,D0091,,S0029,2,7.0,3423,S0029,,,,,
img_0108,raw/imgs/IMG_3424.jpeg,IMG_3424.jpeg,.jpeg,2194233,58012d2f9d027486aed5fde824f2ae625061c3ad30e81cc979774949b11fbfa7,4032,3024,Apple,iPhone XR,2023:06:22 11:07:10,2023-06-22 11:07:10,2025-12-18 22:51:49,,,False,D0092,,S0029,3,10.0,3424,S0029,,,,,
img_0109,raw/imgs/IMG_3425.jpeg,IMG_3425.jpeg,.jpeg,2674767,01cd04897559c8822b07ffb40e8388653b7f3cbef9af457a0040a6ce7716e28b,4032,3024,Apple,iPhone XR,2023:06:22 11:13:24,2023-06-22 11:13:24,2025-12-18 22:51:50,,,False,D0093,,S0030,1,374.0,3425,S0030,,,,,
img_0110,raw/imgs/IMG_3426.jpeg,IMG_3426.jpeg,.jpeg,2211214,f76600119d512f42d4f930ef632c3eb7c42f12cfcfde88ecde477f56ba3d39f8,4032,3024,Apple,iPhone XR,2023:06:22 11:20:00,2023-06-22 11:20:00,2025-12-18 22:51:51,,,False,D0094,,S0031,1,396.0,3426,S0031,,,,,
img_0111,raw/imgs/IMG_3427.jpeg,IMG_3427.jpeg,.jpeg,2060442,b024f963ca98c4c855c31d4a042eacb86fb0db899fe9a7b1c395249d5f4558d9,4032,3024,Apple,iPhone XR,2023:06:22 11:20:07,2023-06-22 11:20:07,2025-12-18 22:51:51,,,False,D0095,,S0031,2,7.0,3427,S0031,,,,,
img_0112,raw/imgs/IMG_3428.jpeg,IMG_3428.jpeg,.jpeg,1959262,8733a0e0a2fa3c0248e7ffb1d913ba91dba54815acbe2aa3e3c28a0570f30e95,3024,4032,Apple,iPhone XR,2023:06:22 11:20:18,2023-06-22 11:20:18,2025-12-18 22:51:51,,,False,D0096,,S0031,3,11.0,3428,S0031,,,,,
img_0113,raw/imgs/IMG_3429.jpeg,IMG_3429.jpeg,.jpeg,1857785,ea1f5f24efa9a8d17abf3ecf335ec57c3ca787da9a76ff834cd8ec9106d23c56,3024,4032,Apple,iPhone XR,2023:06:22 11:20:27,2023-06-22 11:20:27,2025-12-18 22:51:52,,,False,D0097,,S0031,4,9.0,3429,S0031,,,,,
img_0001,raw/imgs/70914219871__BEDDB5B6-1764-47A2-B5DA-D1C8D21CF5D9.jpeg,70914219871__BEDDB5B6-1764-47A2-B5DA-D1C8D21CF5D9.jpeg,.jpeg,2842439,644f58a0b00a6c6840c763ce5003e6d05ac98abc7794f41317f4fa7335b27077,4032,3024,Apple,iPhone XR,2023:06:22 11:56:38,2023-06-22 11:56:38,2025-12-18 22:51:52,,,False,D0098,,S0032,1,2171.0,,S0032,,,,,
img_0114,raw/imgs/IMG_3431.jpeg,IMG_3431.jpeg,.jpeg,2783767,a9eaf551c7b1ff8f33823fb55da78e1fa0a5c329a44fa4df7927d9baf7a58349,4032,3024,Apple,iPhone XR,2023:06:22 11:56:56,2023-06-22 11:56:56,2025-12-18 22:51:52,,,False,D0099,,S0032,2,18.0,3431,S0032,,,,,
img_0115,raw/imgs/IMG_3432.jpeg,IMG_3432.jpeg,.jpeg,3081427,6c03fc458711a5910aafc94afbe2e795ad9194fe04cfc224ea762e21c02964ea,4032,3024,Apple,iPhone XR,2023:06:22 11:57:05,2023-06-22 11:57:05,2025-12-18 22:51:52,,,False,D0100,,S0032,3,9.0,3432,S0032,,,,,
img_0116,raw/imgs/IMG_3433.jpeg,IMG_3433.jpeg,.jpeg,2824951,bd30dcf4987354f95d703ebcfab21f3cd53280147c1d07a83016df19441f3e0a,4032,3024,Apple,iPhone XR,2023:06:22 11:57:25,2023-06-22 11:57:25,2025-12-18 22:51:52,,,False,D0101,,S0032,4,20.0,3433,S0032,,,,,
img_0117,raw/imgs/IMG_3434.jpeg,IMG_3434.jpeg,.jpeg,2762529,14afd97b9fb00c2cc33ab4c2ef1c7e09ba39064cd0a1536b2694159f28c2640d,4032,3024,Apple,iPhone XR,2023:06:22 11:57:42,2023-06-22 11:57:42,2025-12-18 22:51:52,,,False,D0102,,S0032,5,17.0,3434,S0032,,,,,
img_0118,raw/imgs/IMG_3435.jpeg,IMG_3435.jpeg,.jpeg,2827941,b668b155902d50148a834b492430fb34f88da71d2ad5e624c49d01bcccf50587,4032,3024,Apple,iPhone XR,2023:06:22 11:58:09,2023-06-22 11:58:09,2025-12-18 22:51:52,,,False,D0103,,S0032,6,27.0,3435,S0032,,,,,
img_0119,raw/imgs/IMG_3436.jpeg,IMG_3436.jpeg,.jpeg,2742975,627eef62c1895b647fff83c7c2bd8ff8fa8c0a471e88b5b5e45f078128f301db,4032,3024,Apple,iPhone XR,2023:06:22 11:58:23,2023-06-22 11:58:23,2025-12-18 22:51:52,,,False,D0104,,S0032,7,14.0,3436,S0032,,,,,
img_0120,raw/imgs/IMG_3437.jpeg,IMG_3437.jpeg,.jpeg,2018441,c3702c8033998a63024ec558cfe31d5e417cc0f7c1d72042aa47673409120794,4032,3024,Apple,iPhone XR,2023:06:22 11:58:40,2023-06-22 11:58:40,2025-12-18 22:51:52,,,False,D0105,,S0032,8,17.0,3437,S0032,,,,,
img_0121,raw/imgs/IMG_3439.jpeg,IMG_3439.jpeg,.jpeg,3229868,6e476364843beb73c1ca8140029bb2297b63248833182a1d29f89cc9a0b85d6c,4032,3024,Apple,iPhone XR,2023:06:22 13:17:49,2023-06-22 13:17:49,2025-12-18 22:51:53,,,False,D0106,,S0033,1,4749.0,3439,S0033,,,,,
img_0122,raw/imgs/IMG_3440.jpeg,IMG_3440.jpeg,.jpeg,4782962,9f4e2f0035305b8fbeee91256200af73557605322ffc3d65ae63c278561b185d,4032,3024,Apple,iPhone XR,2023:06:22 13:21:09,2023-06-22 13:21:09,2025-12-18 22:51:54,,,False,D0107,,S0034,1,200.0,3440,S0034,,,,,
img_0123,raw/imgs/IMG_3441.jpeg,IMG_3441.jpeg,.jpeg,5272701,17103d993678d4bf5b9f6edd73fd7d03520ff6c54f6e6c8045ab832e2d902993,4032,3024,Apple,iPhone XR,2023:06:22 13:21:20,2023-06-22 13:21:20,2025-12-18 22:51:55,,,False,D0108,,S0034,2,11.0,3441,S0034,,,,,
img_0124,raw/imgs/IMG_3442.jpeg,IMG_3442.jpeg,.jpeg,6247112,fd734d60dda606f3c9f8f9313eaf0636d693a60fd321954f78fc3772e18216ab,4032,3024,Apple,iPhone XR,2023:06:22 13:23:23,2023-06-22 13:23:23,2025-12-18 22:51:56,,,False,D0109,,S0035,1,123.0,3442,S0035,,,,,
img_0125,raw/imgs/IMG_3443.jpeg,IMG_3443.jpeg,.jpeg,4986000,1b8d31be26861f7758f0370cc00781bf8e94f5648b3a1ee1ec5614fc95b732d8,4032,3024,Apple,iPhone XR,2023:06:22 13:24:16,2023-06-22 13:24:16,2025-12-18 22:51:57,,,False,D0110,,S0035,2,53.0,3443,S0035,,,,,
img_0126,raw/imgs/IMG_3444.jpeg,IMG_3444.jpeg,.jpeg,5140825,23ebc88f16cab0b95114193fb3a414d388a6aa1ea6a9bab691fe1b9f1c92df0c,4032,3024,Apple,iPhone XR,2023:06:22 13:27:34,2023-06-22 13:27:34,2025-12-18 22:51:58,,,False,D0111,,S0036,1,198.0,3444,S0036,,,,,
img_0127,raw/imgs/IMG_3445.jpeg,IMG_3445.jpeg,.jpeg,3296586,fa583a47dd00ad56638760b0467da0c759c694c11b176e7ba94c4de184f892dc,4032,3024,Apple,iPhone XR,2023:06:22 13:28:23,2023-06-22 13:28:23,2025-12-18 22:51:59,,,False,D0112,,S0036,2,49.0,3445,S0036,,,,,
img_0128,raw/imgs/IMG_3446.jpeg,IMG_3446.jpeg,.jpeg,3717027,09d364d1d5675eaf6ba2d9606464d2e0831684ba7c2b98a80368689bd4190670,4032,3024,Apple,iPhone XR,2023:06:22 13:28:40,2023-06-22 13:28:40,2025-12-18 22:52:00,,,False,D0113,,S0036,3,17.0,3446,S0036,,,,,
img_0129,raw/imgs/IMG_3447.jpeg,IMG_3447.jpeg,.jpeg,3541586,987f1b4d69e781f3d53c20c9facf66c315849dbf1fbf99b3df152050a62d551c,4032,3024,Apple,iPhone XR,2023:06:22 13:28:45,2023-06-22 13:28:45,2025-12-18 22:52:01,,,False,D0114,,S0036,4,5.0,3447,S0036,,,,,
img_0130,raw/imgs/IMG_3448.jpeg,IMG_3448.jpeg,.jpeg,3870604,68ad5eb4d1c4d2a7d4d0856a48d52eb9e2143f63b7e58932869eb330f5b8900d,4032,3024,Apple,iPhone XR,2023:06:22 13:28:53,2023-06-22 13:28:53,2025-12-18 22:52:02,,,False,D0115,,S0036,5,8.0,3448,S0036,,,,,
img_0131,raw/imgs/IMG_3449.jpeg,IMG_3449.jpeg,.jpeg,3992628,28f6e3a4712a8ba1b2a5fb2006f6df049aaa285f445d65835b36325ad398a97f,4032,3024,Apple,iPhone XR,2023:06:22 13:29:04,2023-06-22 13:29:04,2025-12-18 22:52:02,,,False,D0116,,S0036,6,11.0,3449,S0036,,,,,
img_0132,raw/imgs/IMG_3450.jpeg,IMG_3450.jpeg,.jpeg,3499364,ffba08513d95afbfd8f13c61145433edcd10bed9199f1f9c73388026f21cdc20,4032,3024,Apple,iPhone XR,2023:06:22 13:29:25,2023-06-22 13:29:25,2025-12-18 22:52:03,,,False,D0117,,S0036,7,21.0,3450,S0036,,,,,
img_0133,raw/imgs/IMG_3451.jpeg,IMG_3451.jpeg,.jpeg,3652610,6c25b10b0c74609104b9dd8857a573a8bb3e7b13228fdd7f55feb2c57cc97d1b,3024,4032,Apple,iPhone XR,2023:06:22 13:29:54,2023-06-22 13:29:54,2025-12-18 22:52:04,,,False,D0118,,S0036,8,29.0,3451,S0036,,,,,
img_0134,raw/imgs/IMG_3452.jpeg,IMG_3452.jpeg,.jpeg,3516588,d8a1bd648a9bfc83f4f1d184af9f8c0a9eb785248557ff09fee4e34fbed13656,3024,4032,Apple,iPhone XR,2023:06:22 13:30:06,2023-06-22 13:30:06,2025-12-18 22:52:04,,,False,D0119,,S0036,9,12.0,3452,S0036,,,,,
img_0135,raw/imgs/IMG_3453.jpeg,IMG_3453.jpeg,.jpeg,3120497,b2fe0e5c37a4207bc3bf0b365e5449a635fa7b01df456f25533485648f474329,3024,4032,Apple,iPhone XR,2023:06:22 13:30:16,2023-06-22 13:30:16,2025-12-18 22:52:04,,,False,D0120,,S0036,10,10.0,3453,S0036,,,,,
img_0136,raw/imgs/IMG_3454.jpeg,IMG_3454.jpeg,.jpeg,5077048,157de9e0632a349439d8196b552d86065bf405d3997d2fecd4f1e0ada8a81564,3024,4032,Apple,iPhone XR,2023:06:22 13:32:03,2023-06-22 13:32:03,2025-12-18 22:52:04,,,False,D0121,,S0037,1,107.0,3454,S0037,,,,,
